 rho = L(surface reflected)/L(sky) (non-dimen) as in
 Mobley, 1999, Appl Opt 38, page 7445, Eq. 4
   [(Theta,Phi) are the directions of photon travel.
   Theta is measured from 0 at the zenith.
   Solar photons travel in the Phi = 180 direction (the sun is located at Phi = 0).
   (Thus Phi = 45 represents the 135 degree viewing angle for minimizing sun glitter.)]
   These values are for 550 nm (see RhoNotes.pdf for discussion)
   I   J    Theta      Phi  Phi-view       rho
   8   2     20.0     15.0    165.0      0.0213
   8   3     20.0     30.0    150.0      0.0213
   8   4     20.0     45.0    135.0      0.0213
   8   5     20.0     60.0    120.0      0.0213
   8   6     20.0     75.0    105.0      0.0213
   8   7     20.0     90.0     90.0      0.0213
   8   8     20.0    105.0     75.0      0.0213
   8   9     20.0    120.0     60.0      0.0213
   8  10     20.0    135.0     45.0      0.0213
   8  11     20.0    150.0     30.0      0.0213
   8  12     20.0    165.0     15.0      0.0213
   8  13     20.0    180.0      0.0      0.0213
   7   1     30.0      0.0    180.0      0.0223
   7   2     30.0     15.0    165.0      0.0223
   7   3     30.0     30.0    150.0      0.0223
   7   4     30.0     45.0    135.0      0.0223
   7   5     30.0     60.0    120.0      0.0223
   7   6     30.0     75.0    105.0      0.0223
   7   7     30.0     90.0     90.0      0.0223
   7   8     30.0    105.0     75.0      0.0223
   7   9     30.0    120.0     60.0      0.0223
   7  10     30.0    135.0     45.0      0.0223
   7  11     30.0    150.0     30.0      0.0223
   7  12     30.0    165.0     15.0      0.0223
   7  13     30.0    180.0      0.0      0.0223
   6   1     40.0      0.0    180.0      0.0256
   6   2     40.0     15.0    165.0      0.0256
   6   3     40.0     30.0    150.0      0.0256
   6   4     40.0     45.0    135.0      0.0256
   6   5     40.0     60.0    120.0      0.0257
   6   6     40.0     75.0    105.0      0.0257
   6   7     40.0     90.0     90.0      0.0256
   6   8     40.0    105.0     75.0      0.0257
   6   9     40.0    120.0     60.0      0.0257
   6  10     40.0    135.0     45.0      0.0256
   6  11     40.0    150.0     30.0      0.0256
   6  12     40.0    165.0     15.0      0.0256
   6  13     40.0    180.0      0.0      0.0256
   5   1     50.0      0.0    180.0      0.0355
   5   2     50.0     15.0    165.0      0.0354
   5   3     50.0     30.0    150.0      0.0357
   5   4     50.0     45.0    135.0      0.0356
   5   5     50.0     60.0    120.0      0.0355
   5   6     50.0     75.0    105.0      0.0355
   5   7     50.0     90.0     90.0      0.0355
   5   8     50.0    105.0     75.0      0.0355
   5   9     50.0    120.0     60.0      0.0355
   5  10     50.0    135.0     45.0      0.0356
   5  11     50.0    150.0     30.0      0.0357
   5  12     50.0    165.0     15.0      0.0354
   5  13     50.0    180.0      0.0      0.0355
   4   1     60.0      0.0    180.0      0.0637
   4   2     60.0     15.0    165.0      0.0633
   4   3     60.0     30.0    150.0      0.0631
   4   4     60.0     45.0    135.0      0.0630
   4   5     60.0     60.0    120.0      0.0633
   4   6     60.0     75.0    105.0      0.0633
   4   7     60.0     90.0     90.0      0.0636
   4   8     60.0    105.0     75.0      0.0633
   4   9     60.0    120.0     60.0      0.0633
   4  10     60.0    135.0     45.0      0.0630
   4  11     60.0    150.0     30.0      0.0631
   4  12     60.0    165.0     15.0      0.0633
   4  13     60.0    180.0      0.0      0.0637
   3   1     70.0      0.0    180.0      0.1425
   3   2     70.0     15.0    165.0      0.1425
   3   3     70.0     30.0    150.0      0.1410
   3   4     70.0     45.0    135.0      0.1405
   3   5     70.0     60.0    120.0      0.1404
   3   6     70.0     75.0    105.0      0.1421
   3   7     70.0     90.0     90.0      0.1408
   3   8     70.0    105.0     75.0      0.1421
   3   9     70.0    120.0     60.0      0.1404
   3  10     70.0    135.0     45.0      0.1405
   3  11     70.0    150.0     30.0      0.1410
   3  12     70.0    165.0     15.0      0.1425
   3  13     70.0    180.0      0.0      0.1425
   2   1     80.0      0.0    180.0      0.3680
   2   2     80.0     15.0    165.0      0.3677
   2   3     80.0     30.0    150.0      0.3646
   2   4     80.0     45.0    135.0      0.3686
   2   5     80.0     60.0    120.0      0.3617
   2   6     80.0     75.0    105.0      0.3656
   2   7     80.0     90.0     90.0      0.3727
   2   8     80.0    105.0     75.0      0.3656
   2   9     80.0    120.0     60.0      0.3617
   2  10     80.0    135.0     45.0      0.3686
   2  11     80.0    150.0     30.0      0.3646
   2  12     80.0    165.0     15.0      0.3677
   2  13     80.0    180.0      0.0      0.3680
   1   1     87.5      0.0    180.0      0.7714
   1   2     87.5     15.0    165.0      0.7771
   1   3     87.5     30.0    150.0      0.7745
   1   4     87.5     45.0    135.0      0.7664
   1   5     87.5     60.0    120.0      0.7766
   1   6     87.5     75.0    105.0      0.7729
   1   7     87.5     90.0     90.0      0.7732
   1   8     87.5    105.0     75.0      0.7729
   1   9     87.5    120.0     60.0      0.7766
   1  10     87.5    135.0     45.0      0.7664
   1  11     87.5    150.0     30.0      0.7745
   1  12     87.5    165.0     15.0      0.7771
   1  13     87.5    180.0      0.0      0.7714
rho for WIND SPEED =  0.0 m/s     THETA_SUN = 60.0 deg
  10   1      0.0      0.0      0.0      0.0211
   9   1     10.0      0.0    180.0      0.0211
   9   2     10.0     15.0    165.0      0.0211
   9   3     10.0     30.0    150.0      0.0211
   9   4     10.0     45.0    135.0      0.0211
   9   5     10.0     60.0    120.0      0.0211
   9   6     10.0     75.0    105.0      0.0211
   9   7     10.0     90.0     90.0      0.0211
   9   8     10.0    105.0     75.0      0.0211
   9   9     10.0    120.0     60.0      0.0211
   9  10     10.0    135.0     45.0      0.0211
   9  11     10.0    150.0     30.0      0.0211
   9  12     10.0    165.0     15.0      0.0211
   9  13     10.0    180.0      0.0      0.0211
   8   1     20.0      0.0    180.0      0.0213
   8   2     20.0     15.0    165.0      0.0213
   8   3     20.0     30.0    150.0      0.0213
   8   4     20.0     45.0    135.0      0.0213
   8   5     20.0     60.0    120.0      0.0213
   8   6     20.0     75.0    105.0      0.0213
   8   7     20.0     90.0     90.0      0.0213
   8   8     20.0    105.0     75.0      0.0213
   8   9     20.0    120.0     60.0      0.0213
   8  10     20.0    135.0     45.0      0.0213
   8  11     20.0    150.0     30.0      0.0213
   8  12     20.0    165.0     15.0      0.0213
   8  13     20.0    180.0      0.0      0.0213
   7   1     30.0      0.0    180.0      0.0223
   7   2     30.0     15.0    165.0      0.0223
   7   3     30.0     30.0    150.0      0.0223
   7   4     30.0     45.0    135.0      0.0223
   7   5     30.0     60.0    120.0      0.0223
   7   6     30.0     75.0    105.0      0.0223
   7   7     30.0     90.0     90.0      0.0223
   7   8     30.0    105.0     75.0      0.0223
   7   9     30.0    120.0     60.0      0.0223
   7  10     30.0    135.0     45.0      0.0223
   7  11     30.0    150.0     30.0      0.0223
   7  12     30.0    165.0     15.0      0.0223
   7  13     30.0    180.0      0.0      0.0223
   6   1     40.0      0.0    180.0      0.0256
   6   2     40.0     15.0    165.0      0.0256
   6   3     40.0     30.0    150.0      0.0256
   6   4     40.0     45.0    135.0      0.0256
   6   5     40.0     60.0    120.0      0.0257
   6   6     40.0     75.0    105.0      0.0257
   6   7     40.0     90.0     90.0      0.0256
   6   8     40.0    105.0     75.0      0.0257
   6   9     40.0    120.0     60.0      0.0257
   6  10     40.0    135.0     45.0      0.0256
   6  11     40.0    150.0     30.0      0.0256
   6  12     40.0    165.0     15.0      0.0256
   6  13     40.0    180.0      0.0      0.0256
   5   1     50.0      0.0    180.0      0.0355
   5   2     50.0     15.0    165.0      0.0354
   5   3     50.0     30.0    150.0      0.0357
   5   4     50.0     45.0    135.0      0.0356
   5   5     50.0     60.0    120.0      0.0355
   5   6     50.0     75.0    105.0      0.0355
   5   7     50.0     90.0     90.0      0.0355
   5   8     50.0    105.0     75.0      0.0355
   5   9     50.0    120.0     60.0      0.0355
   5  10     50.0    135.0     45.0      0.0356
   5  11     50.0    150.0     30.0      0.0357
   5  12     50.0    165.0     15.0      0.0354
   5  13     50.0    180.0      0.0      0.0355
   4   1     60.0      0.0    180.0      0.0637
   4   2     60.0     15.0    165.0      0.0633
   4   3     60.0     30.0    150.0      0.0631
   4   4     60.0     45.0    135.0      0.0630
   4   5     60.0     60.0    120.0      0.0633
   4   6     60.0     75.0    105.0      0.0633
   4   7     60.0     90.0     90.0      0.0636
   4   8     60.0    105.0     75.0      0.0633
   4   9     60.0    120.0     60.0      0.0633
   4  10     60.0    135.0     45.0      0.0630
   4  11     60.0    150.0     30.0      0.0631
   4  12     60.0    165.0     15.0      0.0633
   4  13     60.0    180.0      0.0      0.0637
   3   1     70.0      0.0    180.0      0.1425
   3   2     70.0     15.0    165.0      0.1425
   3   3     70.0     30.0    150.0      0.1410
   3   4     70.0     45.0    135.0      0.1405
   3   5     70.0     60.0    120.0      0.1404
   3   6     70.0     75.0    105.0      0.1421
   3   7     70.0     90.0     90.0      0.1408
   3   8     70.0    105.0     75.0      0.1421
   3   9     70.0    120.0     60.0      0.1404
   3  10     70.0    135.0     45.0      0.1405
   3  11     70.0    150.0     30.0      0.1410
   3  12     70.0    165.0     15.0      0.1425
   3  13     70.0    180.0      0.0      0.1425
   2   1     80.0      0.0    180.0      0.3680
   2   2     80.0     15.0    165.0      0.3677
   2   3     80.0     30.0    150.0      0.3646
   2   4     80.0     45.0    135.0      0.3686
   2   5     80.0     60.0    120.0      0.3617
   2   6     80.0     75.0    105.0      0.3656
   2   7     80.0     90.0     90.0      0.3727
   2   8     80.0    105.0     75.0      0.3656
   2   9     80.0    120.0     60.0      0.3617
   2  10     80.0    135.0     45.0      0.3686
   2  11     80.0    150.0     30.0      0.3646
   2  12     80.0    165.0     15.0      0.3677
   2  13     80.0    180.0      0.0      0.3680
   1   1     87.5      0.0    180.0      0.7714
   1   2     87.5     15.0    165.0      0.7771
   1   3     87.5     30.0    150.0      0.7745
   1   4     87.5     45.0    135.0      0.7664
   1   5     87.5     60.0    120.0      0.7766
   1   6     87.5     75.0    105.0      0.7729
   1   7     87.5     90.0     90.0      0.7732
   1   8     87.5    105.0     75.0      0.7729
   1   9     87.5    120.0     60.0      0.7766
   1  10     87.5    135.0     45.0      0.7663
   1  11     87.5    150.0     30.0      0.7745
   1  12     87.5    165.0     15.0      0.7771
   1  13     87.5    180.0      0.0      0.7714
rho for WIND SPEED =  0.0 m/s     THETA_SUN = 70.0 deg
  10   1      0.0      0.0      0.0      0.0211
   9   1     10.0      0.0    180.0      0.0211
   9   2     10.0     15.0    165.0      0.0211
   9   3     10.0     30.0    150.0      0.0211
   9   4     10.0     45.0    135.0      0.0211
   9   5     10.0     60.0    120.0      0.0211
   9   6     10.0     75.0    105.0      0.0211
   9   7     10.0     90.0     90.0      0.0211
   9   8     10.0    105.0     75.0      0.0211
   9   9     10.0    120.0     60.0      0.0211
   9  10     10.0    135.0     45.0      0.0211
   9  11     10.0    150.0     30.0      0.0211
   9  12     10.0    165.0     15.0      0.0211
   9  13     10.0    180.0      0.0      0.0211
   8   1     20.0      0.0    180.0      0.0213
   8   2     20.0     15.0    165.0      0.0213
   8   3     20.0     30.0    150.0      0.0213
   8   4     20.0     45.0    135.0      0.0213
   8   5     20.0     60.0    120.0      0.0213
   8   6     20.0     75.0    105.0      0.0213
   8   7     20.0     90.0     90.0      0.0213
   8   8     20.0    105.0     75.0      0.0213
   8   9     20.0    120.0     60.0      0.0213
   8  10     20.0    135.0     45.0      0.0213
   8  11     20.0    150.0     30.0      0.0213
   8  12     20.0    165.0     15.0      0.0213
   8  13     20.0    180.0      0.0      0.0213
   7   1     30.0      0.0    180.0      0.0223
   7   2     30.0     15.0    165.0      0.0223
   7   3     30.0     30.0    150.0      0.0223
   7   4     30.0     45.0    135.0      0.0223
   7   5     30.0     60.0    120.0      0.0223
   7   6     30.0     75.0    105.0      0.0223
   7   7     30.0     90.0     90.0      0.0223
   7   8     30.0    105.0     75.0      0.0223
   7   9     30.0    120.0     60.0      0.0223
   7  10     30.0    135.0     45.0      0.0223
   7  11     30.0    150.0     30.0      0.0223
   7  12     30.0    165.0     15.0      0.0223
   7  13     30.0    180.0      0.0      0.0223
   6   1     40.0      0.0    180.0      0.0256
   6   2     40.0     15.0    165.0      0.0256
   6   3     40.0     30.0    150.0      0.0256
   6   4     40.0     45.0    135.0      0.0256
   6   5     40.0     60.0    120.0      0.0257
   6   6     40.0     75.0    105.0      0.0257
   6   7     40.0     90.0     90.0      0.0256
   6   8     40.0    105.0     75.0      0.0257
   6   9     40.0    120.0     60.0      0.0257
   6  10     40.0    135.0     45.0      0.0256
   6  11     40.0    150.0     30.0      0.0256
   6  12     40.0    165.0     15.0      0.0256
   6  13     40.0    180.0      0.0      0.0256
   5   1     50.0      0.0    180.0      0.0355
   5   2     50.0     15.0    165.0      0.0354
   5   3     50.0     30.0    150.0      0.0357
   5   4     50.0     45.0    135.0      0.0356
   5   5     50.0     60.0    120.0      0.0355
   5   6     50.0     75.0    105.0      0.0355
   5   7     50.0     90.0     90.0      0.0355
   5   8     50.0    105.0     75.0      0.0355
   5   9     50.0    120.0     60.0      0.0355
   5  10     50.0    135.0     45.0      0.0356
   5  11     50.0    150.0     30.0      0.0357
   5  12     50.0    165.0     15.0      0.0354
   5  13     50.0    180.0      0.0      0.0355
   4   1     60.0      0.0    180.0      0.0637
   4   2     60.0     15.0    165.0      0.0633
   4   3     60.0     30.0    150.0      0.0631
   4   4     60.0     45.0    135.0      0.0630
   4   5     60.0     60.0    120.0      0.0633
   4   6     60.0     75.0    105.0      0.0633
   4   7     60.0     90.0     90.0      0.0636
   4   8     60.0    105.0     75.0      0.0633
   4   9     60.0    120.0     60.0      0.0633
   4  10     60.0    135.0     45.0      0.0630
   4  11     60.0    150.0     30.0      0.0631
   4  12     60.0    165.0     15.0      0.0633
   4  13     60.0    180.0      0.0      0.0637
   3   1     70.0      0.0    180.0      0.1425
   3   2     70.0     15.0    165.0      0.1425
   3   3     70.0     30.0    150.0      0.1410
