69	492.50	15.17	15.17	4.29	1.53	0.44	0.10	-0.08	-0.16	-0.18	-0.16	-0.11	-0.02	0.08	0.19	0.32	0.36	0.39	0.39	0.35	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.41	0.47	0.49	0.52	0.51	0.47	0.44	0.39	0.40	0.40	0.43	0.51	0.63	0.91	1.30	2.49	5.50	17.31	17.31
70	495.00	15.20	15.20	4.31	1.55	0.45	0.12	-0.06	-0.15	-0.17	-0.14	-0.10	-0.01	0.09	0.20	0.32	0.37	0.39	0.40	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.41	0.47	0.50	0.52	0.52	0.48	0.45	0.39	0.41	0.41	0.44	0.52	0.64	0.92	1.31	2.51	5.52	17.34	17.34
71	497.50	15.27	15.27	4.34	1.58	0.48	0.14	-0.05	-0.13	-0.15	-0.13	-0.09	-0.00	0.10	0.20	0.33	0.37	0.40	0.40	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.50	0.53	0.53	0.49	0.46	0.40	0.42	0.42	0.46	0.53	0.66	0.94	1.34	2.53	5.55	17.41	17.41
72	500.00	15.32	15.32	4.37	1.61	0.50	0.16	-0.03	-0.12	-0.14	-0.12	-0.08	0.00	0.11	0.21	0.33	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.53	0.53	0.49	0.46	0.41	0.43	0.43	0.47	0.55	0.67	0.96	1.36	2.56	5.58	17.46	17.46
73	502.50	15.32	15.32	4.38	1.62	0.51	0.16	-0.02	-0.11	-0.14	-0.12	-0.08	0.01	0.11	0.21	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.53	0.53	0.49	0.46	0.41	0.43	0.43	0.48	0.55	0.68	0.97	1.37	2.57	5.59	17.48	17.48
74	505.00	15.33	15.33	4.40	1.64	0.52	0.18	-0.01	-0.10	-0.13	-0.11	-0.07	0.01	0.11	0.21	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.53	0.53	0.49	0.47	0.42	0.44	0.44	0.48	0.56	0.69	0.98	1.39	2.59	5.60	17.48	17.48
75	507.50	15.36	15.36	4.42	1.66	0.54	0.19	0.00	-0.09	-0.12	-0.10	-0.07	0.02	0.11	0.21	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.54	0.50	0.47	0.42	0.44	0.45	0.49	0.57	0.71	1.00	1.40	2.61	5.63	17.51	17.51
76	510.00	15.38	15.38	4.43	1.68	0.56	0.21	0.02	-0.08	-0.11	-0.09	-0.06	0.02	0.12	0.22	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.54	0.50	0.47	0.43	0.45	0.45	0.50	0.58	0.73	1.02	1.42	2.63	5.65	17.54	17.54
77	512.50	15.40	15.40	4.46	1.70	0.58	0.22	0.03	-0.07	-0.11	-0.09	-0.05	0.03	0.12	0.22	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.54	0.50	0.48	0.43	0.46	0.46	0.51	0.59	0.74	1.03	1.44	2.65	5.67	17.57	17.57
78	515.00	15.41	15.41	4.48	1.72	0.59	0.24	0.04	-0.06	-0.10	-0.08	-0.05	0.03	0.12	0.22	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.54	0.50	0.48	0.44	0.46	0.47	0.52	0.61	0.75	1.04	1.46	2.67	5.68	17.58	17.58
79	517.50	15.43	15.43	4.49	1.74	0.61	0.25	0.06	-0.05	-0.09	-0.07	-0.04	0.03	0.13	0.22	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.54	0.51	0.48	0.44	0.47	0.48	0.53	0.62	0.76	1.06	1.48	2.69	5.70	17.61	17.61
80	520.00	15.45	15.45	4.51	1.76	0.63	0.27	0.07	-0.04	-0.08	-0.07	-0.04	0.04	0.13	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.51	0.54	0.54	0.51	0.49	0.45	0.47	0.48	0.54	0.63	0.78	1.07	1.49	2.71	5.72	17.65	17.65
81	522.50	15.46	15.46	4.53	1.78	0.64	0.28	0.08	-0.03	-0.07	-0.06	-0.03	0.04	0.14	0.22	0.35	0.39	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.51	0.54	0.54	0.51	0.49	0.45	0.48	0.49	0.55	0.64	0.79	1.09	1.50	2.73	5.74	17.66	17.66
82	525.00	15.49	15.49	4.55	1.80	0.66	0.29	0.09	-0.02	-0.06	-0.05	-0.02	0.05	0.14	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.54	0.51	0.49	0.45	0.48	0.50	0.55	0.65	0.80	1.10	1.52	2.75	5.75	17.68	17.68
83	527.50	15.50	15.50	4.56	1.82	0.67	0.31	0.11	-0.01	-0.05	-0.04	-0.02	0.05	0.14	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.51	0.50	0.46	0.49	0.50	0.56	0.66	0.81	1.12	1.54	2.77	5.77	17.70	17.70
84	530.00	15.52	15.52	4.58	1.84	0.69	0.32	0.12	0.00	-0.04	-0.03	-0.01	0.06	0.14	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.50	0.46	0.49	0.51	0.57	0.67	0.83	1.13	1.55	2.80	5.80	17.72	17.72
85	532.50	15.54	15.54	4.60	1.86	0.70	0.33	0.13	0.01	-0.03	-0.03	-0.00	0.06	0.14	0.23	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.50	0.47	0.50	0.52	0.58	0.68	0.84	1.14	1.57	2.82	5.81	17.73	17.73
86	535.00	15.55	15.55	4.62	1.87	0.72	0.35	0.14	0.03	-0.02	-0.02	-0.00	0.06	0.15	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.50	0.47	0.50	0.52	0.59	0.69	0.85	1.15	1.58	2.83	5.83	17.75	17.75
87	537.50	15.55	15.55	4.63	1.89	0.73	0.36	0.15	0.03	-0.02	-0.02	0.00	0.07	0.15	0.24	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.51	0.47	0.51	0.53	0.60	0.70	0.86	1.17	1.60	2.85	5.85	17.77	17.77
88	540.00	15.56	15.56	4.63	1.90	0.74	0.37	0.16	0.04	-0.01	-0.01	0.01	0.07	0.15	0.24	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.51	0.48	0.51	0.54	0.60	0.71	0.87	1.18	1.61	2.87	5.86	17.79	17.79
89	542.50	15.57	15.57	4.64	1.91	0.75	0.37	0.17	0.04	-0.01	-0.01	0.01	0.07	0.15	0.24	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.54	0.55	0.52	0.51	0.48	0.51	0.54	0.61	0.71	0.88	1.19	1.62	2.88	5.87	17.80	17.80
90	545.00	15.57	15.57	4.65	1.92	0.76	0.38	0.17	0.05	-0.00	-0.01	0.01	0.07	0.15	0.24	0.36	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.55	0.55	0.53	0.51	0.48	0.52	0.54	0.61	0.72	0.89	1.19	1.63	2.89	5.88	17.81	17.81
91	547.50	15.57	15.57	4.65	1.93	0.76	0.38	0.18	0.05	-0.00	-0.00	0.01	0.07	0.15	0.24	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.55	0.55	0.53	0.51	0.48	0.52	0.55	0.62	0.72	0.89	1.20	1.63	2.90	5.89	17.81	17.81
92	550.00	15.57	15.57	4.65	1.93	0.77	0.39	0.18	0.06	0.00	-0.00	0.01	0.07	0.15	0.24	0.35	0.39	0.42	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.52	0.55	0.55	0.53	0.51	0.48	0.52	0.55	0.62	0.72	0.89	1.20	1.64	2.91	5.89	17.81	17.81
93	552.50	15.55	15.55	4.65	1.92	0.77	0.39	0.18	0.06	-0.00	-0.00	0.01	0.07	0.15	0.23	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.52	0.54	0.55	0.52	0.51	0.48	0.52	0.54	0.62	0.72	0.89	1.20	1.64	2.91	5.89	17.81	17.81
94	555.00	15.53	15.53	4.64	1.92	0.77	0.38	0.18	0.05	-0.00	-0.00	0.01	0.07	0.15	0.24	0.35	0.39	0.41	0.41	0.37	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.49	0.51	0.54	0.55	0.52	0.51	0.48	0.52	0.54	0.61	0.72	0.89	1.20	1.64	2.91	5.88	17.79	17.79
95	557.50	15.51	15.51	4.63	1.91	0.76	0.38	0.18	0.05	-0.00	-0.01	0.01	0.07	0.15	0.23	0.35	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.42	0.48	0.51	0.54	0.55	0.52	0.51	0.48	0.51	0.54	0.61	0.72	0.89	1.20	1.64	2.91	5.88	17.77	17.77
96	560.00	15.48	15.48	4.62	1.91	0.76	0.38	0.17	0.05	-0.01	-0.01	0.01	0.07	0.15	0.23	0.35	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.41	0.48	0.51	0.54	0.55	0.52	0.51	0.48	0.51	0.54	0.61	0.72	0.89	1.19	1.64	2.90	5.87	17.76	17.76
97	562.50	15.46	15.46	4.62	1.90	0.76	0.37	0.17	0.05	-0.01	-0.01	0.01	0.07	0.15	0.23	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.22	0.32	0.41	0.48	0.51	0.54	0.54	0.52	0.51	0.48	0.51	0.54	0.61	0.72	0.89	1.19	1.64	2.89	5.86	17.74	17.74
98	565.00	15.45	15.45	4.60	1.90	0.75	0.37	0.17	0.04	-0.01	-0.01	0.00	0.06	0.14	0.23	0.34	0.38	0.41	0.41	0.36	0.29	0.20	0.08	0.00	0.10	0.21	0.31	0.41	0.48	0.51	0.54	0.54	0.51	0.50	0.47	0.51	0.53	0.61	0.71	0.89	1.19	1.63	2.89	5.85	17.72	17.72
99	567.50	15.42	15.42	4.58	1.89	0.75	0.37	0.16	0.04	-0.01	-0.02	0.00	0.06	0.14	0.22	0.34	0.37	0.41	0.41	0.36	0.29	0.19	0.08	0.00	0.10	0.21	0.31	0.41	0.48	0.51	0.53	0.54	0.51	0.50	0.47	0.50	0.53	0.60	0.71	0.88	1.18	1.63	2.88	5.84	17.69	17.69
100	570.00	15.37	15.37	4.56	1.87	0.74	0.36	0.16	0.03	-0.02	-0.02	-0.00	0.06	0.14	0.22	0.34	0.37	0.41	0.40	0.36	0.29	0.19	0.08	0.00	0.10	0.22	0.31	0.41	0.48	0.51	0.53	0.53	0.51	0.50	0.47	0.50	0.53	0.60	0.71	0.88	1.18	1.63	2.87	5.82	17.67	17.67
101	572.50	15.34	15.34	4.55	1.86	0.74	0.35	0.15	0.03	-0.02	-0.03	-0.01	0.06	0.13	0.22	0.33	0.37	0.40	0.40	0.36	0.29	0.19	0.08	0.00	0.10	0.21	0.31	0.41	0.48	0.50	0.53	0.53	0.51	0.49	0.47	0.50	0.52	0.59	0.70	0.87	1.18	1.62	2.86	5.80	17.65	17.65
102	575.00	15.30	15.30	4.53	1.85	0.73	0.35	0.14	0.02	-0.03	-0.03	-0.01	0.05	0.13	0.21	0.33	0.37	0.40	0.40	0.35	0.29	0.19	0.08	0.00	0.10	0.21	0.31	0.40	0.47	0.50	0.53	0.53	0.51	0.49	0.46	0.49	0.52	0.59	0.70	0.87	1.17	1.61	2.85	5.79	17.62	17.62
103	577.50	15.25	15.25	4.50	1.83	0.71	0.34	0.13	0.02	-0.04	-0.04	-0.02	0.04	0.12	0.21	0.33	0.36	0.40	0.40	0.35	0.28	0.19	0.08	0.00	0.10	0.21	0.31	0.40	0.47	0.50	0.52	0.53	0.50	0.49	0.46	0.49	0.51	0.58	0.69	0.86	1.16	1.60	2.84	5.77	17.58	17.58
104	580.00	15.20	15.20	4.47	1.81	0.70	0.32	0.12	0.01	-0.05	-0.05	-0.03	0.04	0.12	0.20	0.32	0.36	0.39	0.40	0.35	0.28	0.19	0.08	0.00	0.10	0.21	0.31	0.40	0.47	0.50	0.52	0.53	0.50	0.48	0.45	0.48	0.51	0.58	0.68	0.85	1.15	1.59	2.83	5.75	17.54	17.54
105	582.50	15.14	15.14	4.44	1.79	0.68	0.31	0.11	-0.00	-0.06	-0.05	-0.03	0.03	0.11	0.20	0.32	0.36	0.39	0.39	0.35	0.28	0.19	0.08	0.00	0.10	0.21	0.31	0.40	0.47	0.49	0.52	0.52	0.49	0.47	0.44	0.47	0.50	0.57	0.67	0.84	1.14	1.58	2.81	5.73	17.49	17.49
106	585.00	15.09	15.09	4.42	1.78	0.67	0.30	0.10	-0.01	-0.06	-0.06	-0.04	0.02	0.11	0.19	0.31	0.35	0.39	0.39	0.34	0.28	0.19	0.08	0.00	0.10	0.21	0.31	0.40	0.46	0.49	0.51	0.52	0.49	0.47	0.44	0.47	0.49	0.56	0.67	0.83	1.13	1.57	2.79	5.70	17.45	17.45
107	587.50	15.06	15.06	4.40	1.77	0.66	0.29	0.10	-0.02	-0.07	-0.07	-0.04	0.02	0.10	0.19	0.31	0.35	0.39	0.39	0.34	0.28	0.19	0.07	0.00	0.09	0.21	0.30	0.40	0.46	0.49	0.51	0.51	0.48	0.47	0.43	0.46	0.48	0.55	0.66	0.82	1.12	1.55	2.77	5.67	17.41	17.41
108	590.00	15.05	15.05	4.40	1.76	0.66	0.29	0.09	-0.02	-0.07	-0.07	-0.04	0.02	0.10	0.19	0.31	0.35	0.39	0.39	0.35	0.28	0.19	0.07	0.00	0.09	0.21	0.30	0.40	0.46	0.49	0.51	0.51	0.48	0.47	0.43	0.46	0.48	0.55	0.65	0.81	1.11	1.54	2.76	5.65	17.37	17.37
109	592.50	15.05	15.05	4.39	1.76	0.66	0.29	0.10	-0.02	-0.07	-0.07	-0.04	0.02	0.11	0.19	0.31	0.35	0.39	0.39	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.30	0.40	0.46	0.49	0.51	0.51	0.48	0.47	0.43	0.46	0.48	0.54	0.65	0.81	1.11	1.54	2.75	5.65	17.37	17.37
110	595.00	15.06	15.06	4.40	1.77	0.66	0.29	0.10	-0.01	-0.07	-0.06	-0.04	0.03	0.11	0.20	0.32	0.35	0.39	0.39	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.30	0.40	0.46	0.49	0.51	0.51	0.49	0.47	0.43	0.46	0.48	0.55	0.65	0.82	1.11	1.55	2.76	5.65	17.37	17.37
111	597.50	15.09	15.09	4.42	1.78	0.67	0.30	0.11	-0.01	-0.06	-0.06	-0.03	0.03	0.12	0.20	0.32	0.36	0.39	0.39	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.31	0.40	0.46	0.49	0.52	0.52	0.49	0.47	0.44	0.46	0.49	0.55	0.66	0.82	1.12	1.55	2.76	5.66	17.39	17.39
112	600.00	15.13	15.13	4.44	1.80	0.69	0.31	0.11	0.00	-0.05	-0.05	-0.03	0.04	0.12	0.21	0.32	0.36	0.40	0.40	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.31	0.40	0.47	0.49	0.52	0.52	0.50	0.48	0.45	0.47	0.49	0.56	0.67	0.83	1.13	1.56	2.78	5.68	17.42	17.42
113	602.50	15.17	15.17	4.46	1.82	0.70	0.32	0.13	0.01	-0.04	-0.04	-0.02	0.05	0.13	0.21	0.33	0.37	0.40	0.40	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.31	0.40	0.47	0.50	0.52	0.53	0.50	0.49	0.46	0.48	0.50	0.57	0.68	0.85	1.14	1.58	2.80	5.70	17.47	17.47
114	605.00	15.22	15.22	4.49	1.84	0.72	0.34	0.14	0.02	-0.03	-0.03	-0.01	0.06	0.14	0.22	0.33	0.37	0.41	0.40	0.36	0.29	0.19	0.08	0.00	0.09	0.21	0.31	0.41	0.47	0.50	0.53	0.54	0.51	0.50	0.47	0.49	0.52	0.59	0.69	0.86	1.16	1.61	2.84	5.75	17.55	17.55
115	607.50	15.28	15.28	4.53	1.87	0.74	0.36	0.16	0.04	-0.02	-0.02	-0.00	0.06	0.14	0.23	0.34	0.37	0.41	0.41	0.36	0.29	0.19	0.08	0.00	0.09	0.21	0.31	0.41	0.48	0.51	0.53	0.54	0.52	0.51	0.48	0.50	0.53	0.60	0.71	0.88	1.18	1.63	2.87	5.79	17.62	17.62
116	610.00	15.33	15.33	4.56	1.90	0.76	0.37	0.17	0.05	-0.01	-0.01	0.01	0.07	0.15	0.23	0.34	0.38	0.41	0.41	0.36	0.29	0.19	0.08	0.00	0.09	0.21	0.31	0.41	0.48	0.51	0.54	0.55	0.52	0.51	0.48	0.51	0.54	0.61	0.72	0.90	1.20	1.65	2.90	5.82	17.67	17.67
117	612.50	15.37	15.37	4.59	1.92	0.78	0.38	0.18	0.06	-0.00	-0.01	0.01	0.07	0.16	0.23	0.35	0.38	0.41	0.41	0.36	0.29	0.19	0.08	0.00	0.10	0.21	0.32	0.41	0.48	0.51	0.54	0.55	0.53	0.52	0.49	0.52	0.54	0.62	0.73	0.91	1.21	1.67	2.92	5.84	17.71	17.71
118	615.00	15.38	15.38	4.59	1.93	0.79	0.39	0.18	0.06	-0.00	-0.01	0.01	0.08	0.15	0.23	0.35	0.38	0.41	0.41	0.36	0.29	0.19	0.08	0.00	0.10	0.21	0.32	0.41	0.48	0.51	0.54	0.55	0.53	0.52	0.49	0.52	0.55	0.62	0.74	0.92	1.22	1.68	2.93	5.86	17.73	17.73
119	617.50	15.37	15.37	4.59	1.93	0.78	0.39	0.18	0.06	-0.00	-0.01	0.01	0.07	0.15	0.23	0.34	0.38	0.41	0.40	0.36	0.29	0.19	0.08	0.00	0.10	0.21	0.31	0.41	0.48	0.51	0.54	0.55	0.53	0.52	0.49	0.52	0.55	0.62	0.74	0.92	1.23	1.68	2.94	5.86	17.73	17.73
120	620.00	15.33	15.33	4.57	1.92	0.78	0.38	0.18	0.05	-0.01	-0.01	0.00	0.07	0.15	0.23	0.34	0.37	0.41	0.40	0.36	0.29	0.19	0.08	0.00	0.09	0.21	0.31	0.41	0.48	0.51	0.54	0.54	0.53	0.51	0.48	0.51	0.54	0.62	0.73	0.91	1.22	1.68	2.93	5.85	17.71	17.71
121	622.50	15.27	15.27	4.54	1.90	0.76	0.37	0.17	0.04	-0.02	-0.02	-0.00	0.06	0.14	0.23	0.34	0.37	0.41	0.40	0.35	0.29	0.19	0.08	0.00	0.09	0.21	0.31	0.40	0.47	0.50	0.53	0.54	0.52	0.51	0.48	0.51	0.53	0.61	0.72	0.90	1.21	1.66	2.92	5.82	17.66	17.66
122	625.00	15.19	15.19	4.50	1.88	0.74	0.35	0.15	0.03	-0.03	-0.03	-0.01	0.05	0.13	0.22	0.33	0.36	0.40	0.39	0.35	0.28	0.19	0.08	0.00	0.09	0.21	0.31	0.40	0.47	0.50	0.53	0.53	0.51	0.50	0.47	0.50	0.52	0.60	0.71	0.89	1.19	1.64	2.89	5.78	17.57	17.57
123	627.50	15.10	15.10	4.46	1.85	0.72	0.33	0.13	0.01	-0.04	-0.05	-0.02	0.04	0.12	0.21	0.32	0.36	0.39	0.39	0.34	0.28	0.18	0.08	0.00	0.09	0.21	0.31	0.40	0.47	0.49	0.52	0.53	0.50	0.49	0.46	0.49	0.51	0.58	0.69	0.86	1.17	1.62	2.86	5.74	17.49	17.49
124	630.00	15.00	15.00	4.40	1.81	0.69	0.31	0.11	-0.01	-0.06	-0.06	-0.04	0.03	0.11	0.20	0.31	0.35	0.38	0.38	0.34	0.28	0.18	0.07	0.00	0.09	0.21	0.30	0.39	0.46	0.48	0.51	0.52	0.49	0.48	0.44	0.47	0.49	0.56	0.67	0.84	1.14	1.59	2.82	5.68	17.39	17.39
125	632.50	14.89	14.89	4.34	1.77	0.65	0.27	0.08	-0.03	-0.08	-0.08	-0.06	0.01	0.10	0.19	0.30	0.33	0.38	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.45	0.47	0.50	0.50	0.48	0.46	0.43	0.45	0.47	0.54	0.65	0.82	1.11	1.55	2.77	5.61	17.26	17.26
126	635.00	14.77	14.77	4.28	1.73	0.62	0.24	0.06	-0.05	-0.10	-0.10	-0.07	0.00	0.09	0.17	0.29	0.33	0.37	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.44	0.47	0.49	0.50	0.47	0.45	0.42	0.44	0.46	0.52	0.63	0.79	1.08	1.52	2.74	5.55	17.16	17.16
127	637.50	14.69	14.69	4.23	1.69	0.59	0.22	0.04	-0.07	-0.12	-0.11	-0.08	-0.01	0.08	0.17	0.29	0.32	0.36	0.36	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.44	0.46	0.48	0.49	0.46	0.44	0.40	0.42	0.44	0.51	0.61	0.77	1.06	1.49	2.70	5.50	17.07	17.07
128	640.00	14.62	14.62	4.20	1.66	0.57	0.21	0.02	-0.08	-0.13	-0.12	-0.09	-0.02	0.07	0.16	0.28	0.32	0.36	0.36	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.43	0.45	0.48	0.48	0.45	0.44	0.39	0.41	0.43	0.49	0.60	0.75	1.03	1.47	2.67	5.46	17.00	17.00
129	642.50	14.54	14.54	4.16	1.64	0.55	0.19	0.01	-0.09	-0.14	-0.13	-0.10	-0.02	0.07	0.16	0.28	0.31	0.35	0.36	0.32	0.26	0.17	0.07	0.00	0.09	0.20	0.28	0.37	0.43	0.45	0.48	0.48	0.45	0.43	0.39	0.41	0.42	0.48	0.59	0.74	1.02	1.46	2.66	5.43	16.95	16.95
130	645.00	14.49	14.49	4.14	1.62	0.54	0.18	-0.00	-0.10	-0.15	-0.14	-0.10	-0.03	0.06	0.15	0.27	0.31	0.35	0.35	0.32	0.26	0.17	0.07	0.00	0.09	0.20	0.29	0.37	0.43	0.45	0.47	0.48	0.45	0.43	0.38	0.40	0.41	0.47	0.58	0.73	1.02	1.45	2.65	5.41	16.90	16.90
131	647.50	14.46	14.46	4.12	1.61	0.53	0.17	-0.01	-0.10	-0.15	-0.14	-0.11	-0.03	0.06	0.15	0.27	0.31	0.35	0.35	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.43	0.45	0.47	0.47	0.45	0.43	0.38	0.40	0.41	0.47	0.57	0.73	1.01	1.45	2.64	5.42	16.88	16.88
132	650.00	14.46	14.46	4.12	1.61	0.53	0.17	-0.00	-0.10	-0.15	-0.14	-0.11	-0.03	0.06	0.15	0.27	0.31	0.35	0.35	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.28	0.37	0.43	0.45	0.47	0.48	0.45	0.43	0.39	0.40	0.41	0.47	0.58	0.73	1.02	1.45	2.65	5.42	16.89	16.89
133	652.50	14.53	14.53	4.17	1.64	0.55	0.19	0.01	-0.09	-0.14	-0.13	-0.10	-0.02	0.07	0.16	0.28	0.31	0.36	0.36	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.43	0.45	0.48	0.48	0.45	0.43	0.39	0.41	0.42	0.48	0.59	0.75	1.03	1.47	2.68	5.46	16.97	16.97
134	655.00	14.62	14.62	4.22	1.67	0.58	0.21	0.03	-0.07	-0.12	-0.12	-0.08	-0.01	0.08	0.17	0.29	0.32	0.36	0.36	0.33	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.44	0.46	0.49	0.49	0.46	0.45	0.40	0.42	0.43	0.50	0.61	0.77	1.05	1.49	2.71	5.51	17.06	17.06
135	657.50	14.71	14.71	4.27	1.70	0.60	0.23	0.05	-0.06	-0.11	-0.11	-0.07	0.00	0.09	0.18	0.29	0.33	0.37	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.44	0.47	0.49	0.50	0.47	0.46	0.41	0.43	0.45	0.51	0.62	0.79	1.07	1.52	2.75	5.55	17.12	17.12
136	660.00	14.75	14.75	4.30	1.72	0.62	0.25	0.06	-0.05	-0.10	-0.10	-0.06	0.01	0.10	0.18	0.30	0.33	0.37	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.45	0.47	0.50	0.50	0.48	0.47	0.42	0.44	0.46	0.53	0.64	0.80	1.09	1.54	2.77	5.59	17.18	17.18
137	662.50	14.78	14.78	4.33	1.74	0.64	0.26	0.07	-0.04	-0.09	-0.09	-0.06	0.02	0.10	0.19	0.30	0.34	0.37	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.45	0.47	0.50	0.50	0.48	0.47	0.43	0.45	0.47	0.53	0.64	0.81	1.10	1.55	2.78	5.60	17.19	17.19
138	665.00	14.77	14.77	4.33	1.75	0.64	0.26	0.08	-0.03	-0.09	-0.09	-0.06	0.02	0.10	0.19	0.30	0.34	0.37	0.37	0.33	0.27	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.44	0.47	0.50	0.50	0.48	0.47	0.43	0.45	0.47	0.53	0.64	0.81	1.10	1.55	2.77	5.59	17.16	17.16
139	667.50	14.75	14.75	4.32	1.74	0.64	0.26	0.07	-0.03	-0.09	-0.09	-0.06	0.01	0.10	0.19	0.30	0.33	0.37	0.37	0.33	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.38	0.44	0.47	0.50	0.50	0.48	0.47	0.43	0.44	0.46	0.53	0.64	0.80	1.09	1.54	2.77	5.58	17.13	17.13
140	670.00	14.71	14.71	4.31	1.72	0.63	0.25	0.07	-0.04	-0.10	-0.10	-0.06	0.01	0.10	0.18	0.30	0.33	0.37	0.37	0.33	0.26	0.17	0.07	0.00	0.09	0.20	0.29	0.38	0.44	0.46	0.50	0.50	0.48	0.47	0.43	0.44	0.46	0.53	0.64	0.80	1.09	1.54	2.77	5.58	17.11	17.11
141	672.50	14.68	14.68	4.29	1.71	0.62	0.25	0.06	-0.05	-0.10	-0.10	-0.07	0.01	0.10	0.18	0.29	0.33	0.37	0.36	0.32	0.26	0.18	0.07	0.00	0.09	0.20	0.29	0.37	0.44	0.46	0.49	0.50	0.48	0.46	0.42	0.44	0.46	0.52	0.64	0.80	1.09	1.53	2.76	5.57	17.09	17.09
